0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
12,1,0
13,1,0
14,1,0
15,1,0
16,1,0
17,1,0
18,1,0
19,1,0
20,1,0
21,1,0
22,1,0
23,1,0
24,1,0
25,1,0
26,1,0
27,1,0
28,1,0
29,1,0
30,1,0
31,1,0
32,1,0
33,1,0
34,1,0
35,1,0
36,1,0
37,1,0
38,1,0
39,1,0
40,1,0
41,1,0
42,1,0
43,1,0
44,1,0
45,1,0
46,1,0
47,1,0
48,1,0
49,1,0
50,1,0
51,1,0
52,1,0
53,1,0
54,1,0
55,1,0
56,1,0
57,1,0
58,1,0
59,1,0
0,2,0
1,2,0
2,2,91
3,2,91
4,2,91
5,2,91
6,2,91
7,2,91
8,2,91
9,2,91
10,2,91
11,2,91
12,2,91
13,2,91
14,2,91
15,2,91
16,2,91
17,2,91
18,2,91
19,2,91
20,2,91
21,2,91
22,2,91
23,2,91
24,2,91
25,2,91
26,2,91
27,2,91
28,2,91
29,2,91
30,2,91
31,2,91
32,2,0
33,2,91
34,2,91
35,2,91
36,2,91
37,2,91
38,2,91
39,2,91
40,2,91
41,2,91
42,2,91
43,2,91
44,2,91
45,2,0
46,2,91
47,2,91
48,2,91
49,2,91
50,2,91
51,2,91
52,2,91
53,2,91
54,2,91
55,2,91
56,2,91
57,2,0
58,2,0
59,2,0
0,3,0
1,3,0
2,3,255
3,3,255
4,3,255
5,3,255
6,3,255
7,3,255
8,3,255
9,3,255
10,3,255
11,3,255
12,3,255
13,3,255
14,3,255
15,3,255
16,3,255
17,3,255
18,3,255
19,3,255
20,3,255
21,3,255
22,3,255
23,3,255
24,3,255
25,3,255
26,3,255
27,3,255
28,3,255
29,3,255
30,3,255
31,3,255
32,3,0
33,3,255
34,3,255
35,3,255
36,3,255
37,3,255
38,3,255
39,3,255
40,3,255
41,3,255
42,3,255
43,3,255
44,3,255
45,3,0
46,3,255
47,3,255
48,3,255
49,3,255
50,3,255
51,3,255
52,3,255
53,3,255
54,3,255
55,3,255
56,3,255
57,3,0
58,3,0
59,3,0
0,4,0
1,4,0
2,4,255
3,4,255
4,4,255
5,4,255
6,4,255
7,4,255
8,4,255
9,4,255
10,4,255
11,4,255
12,4,255
13,4,255
14,4,255
15,4,255
16,4,255
17,4,255
18,4,255
19,4,255
20,4,255
21,4,255
22,4,255
23,4,255
24,4,255
25,4,255
26,4,255
27,4,255
28,4,255
29,4,255
30,4,255
31,4,255
32,4,0
33,4,255
34,4,255
35,4,255
36,4,255
37,4,255
38,4,255
39,4,255
40,4,255
41,4,255
42,4,255
43,4,255
44,4,255
45,4,0
46,4,255
47,4,255
48,4,255
49,4,255
50,4,255
51,4,255
52,4,255
53,4,255
54,4,255
55,4,255
56,4,255
57,4,0
58,4,0
59,4,0
0,5,0
1,5,0
2,5,255
3,5,255
4,5,255
5,5,255
6,5,255
7,5,255
8,5,255
9,5,255
10,5,255
11,5,255
12,5,255
13,5,255
14,5,255
15,5,255
16,5,255
17,5,255
18,5,255
19,5,255
20,5,255
21,5,255
22,5,255
23,5,255
24,5,255
25,5,255
26,5,255
27,5,255
28,5,255
29,5,255
30,5,255
31,5,255
32,5,0
33,5,255
34,5,255
35,5,255
36,5,255
37,5,255
38,5,255
39,5,255
40,5,255
41,5,255
42,5,255
43,5,255
44,5,255
45,5,0
46,5,255
47,5,255
48,5,255
49,5,255
50,5,255
51,5,255
52,5,255
53,5,255
54,5,255
55,5,255
56,5,255
57,5,0
58,5,0
59,5,0
0,6,0
1,6,0
2,6,255
3,6,255
4,6,255
5,6,255
6,6,255
7,6,255
8,6,255
9,6,255
10,6,255
11,6,255
12,6,255
13,6,255
14,6,255
15,6,255
16,6,255
17,6,255
18,6,255
19,6,255
20,6,255
21,6,255
22,6,255
23,6,255
24,6,255
25,6,255
26,6,255
27,6,255
28,6,255
29,6,255
30,6,255
31,6,255
32,6,0
33,6,255
34,6,255
35,6,255
36,6,255
37,6,255
38,6,255
39,6,255
40,6,255
41,6,255
42,6,255
43,6,255
44,6,255
45,6,0
46,6,255
47,6,255
48,6,255
49,6,255
50,6,255
51,6,255
52,6,255
53,6,255
54,6,255
55,6,255
56,6,255
57,6,0
58,6,0
59,6,0
0,7,0
1,7,0
2,7,255
3,7,255
4,7,255
5,7,255
6,7,255
7,7,255
8,7,255
9,7,255
10,7,255
11,7,255
12,7,255
13,7,255
14,7,255
15,7,255
16,7,255
17,7,255
18,7,255
19,7,255
20,7,255
21,7,255
22,7,255
23,7,255
24,7,255
25,7,255
26,7,255
27,7,255
28,7,255
29,7,255
30,7,255
31,7,255
32,7,0
33,7,255
34,7,255
35,7,255
36,7,255
37,7,255
38,7,255
39,7,255
40,7,255
41,7,255
42,7,255
43,7,255
44,7,255
45,7,0
46,7,255
47,7,255
48,7,255
49,7,255
50,7,255
51,7,255
52,7,255
53,7,255
54,7,255
55,7,255
56,7,255
57,7,0
58,7,0
59,7,0
0,8,0
1,8,0
2,8,255
3,8,255
4,8,255
5,8,255
6,8,255
7,8,255
8,8,255
9,8,255
10,8,255
11,8,255
12,8,255
13,8,255
14,8,255
15,8,255
16,8,255
17,8,255
18,8,255
19,8,255
20,8,255
21,8,255
22,8,255
23,8,255
24,8,255
25,8,255
26,8,255
27,8,255
28,8,255
29,8,255
30,8,255
31,8,255
32,8,0
33,8,200
34,8,200
35,8,200
36,8,200
37,8,200
38,8,255
39,8,255
40,8,255
41,8,255
42,8,255
43,8,255
44,8,255
45,8,0
46,8,255
47,8,255
48,8,255
49,8,255
50,8,255
51,8,255
52,8,255
53,8,255
54,8,255
55,8,255
56,8,255
57,8,0
58,8,0
59,8,0
0,9,255
1,9,255
2,9,255
3,9,255
4,9,255
5,9,255
6,9,255
7,9,255
8,9,255
9,9,255
10,9,255
11,9,255
12,9,255
13,9,255
14,9,255
15,9,255
16,9,255
17,9,255
18,9,255
19,9,255
20,9,255
21,9,255
22,9,255
23,9,255
24,9,255
25,9,255
26,9,255
27,9,255
28,9,255
29,9,255
30,9,255
31,9,255
32,9,0
